symbol,company_name,exchange,sector,market_cap
CEG,Constellation Energy Corporation Common Stock ,NASDAQ,Utilities,1.01E+11
CELC,Celcuity Inc. Common Stock,NASDAQ,Health Care,7007851142
CELH,Celsius Holdings Inc. Common Stock,NASDAQ,Consumer Staples,8624001238
CELU,Celularity Inc. Class A Common Stock,NASDAQ,Health Care,28485720
CELUW,Celularity Inc. Warrant,NASDAQ,Health Care,280776
CELZ,Creative Medical Technology Holdings Inc. Common Stock,NASDAQ,Finance,8021770
CENN,Cenntro Inc. Common Stock,NASDAQ,Industrials,5831552
CENT,Central Garden & Pet Company Common Stock,NASDAQ,Consumer Discretionary,2221390886
CENTA,Central Garden & Pet Company Class A Common Stock Nonvoting,NASDAQ,Consumer Discretionary,2009370257
CENX,Century Aluminum Company Common Stock,NASDAQ,Industrials,5917658270
CEPF,Cantor Equity Partners IV Inc. Class A Ordinary Shares,NASDAQ,Finance,0
CEPO,Cantor Equity Partners I Inc. Class A Ordinary Shares,NASDAQ,Finance,0
CEPS,Cantor Equity Partners VI Inc. Class A Ordinary Shares,NASDAQ,Finance,0
CEPT,Cantor Equity Partners II Inc. Class A Ordinary Share,NASDAQ,Finance,0
CEPV,Cantor Equity Partners V Inc. Class A Ordinary Shares,NASDAQ,,0
CERS,Cerus Corporation Common Stock,NASDAQ,Technology,545003609
CERT,Certara Inc. Common Stock,NASDAQ,Technology,949082233
CETX,Cemtrex Inc. Common Stock,NASDAQ,Technology,10783555
CETY,Clean Energy Technologies Inc. Common Stock,NASDAQ,Consumer Discretionary,9094164
CEVA,CEVA Inc. Common Stock,NASDAQ,Technology,906265274
CFBK,CF Bankshares Inc. Common Stock,NASDAQ,Finance,178364405
CFFI,C&F Financial Corporation Common Stock,NASDAQ,Finance,239789744
CFFN,Capitol Federal Financial Inc. Common Stock,NASDAQ,Finance,997203241
CG,The Carlyle Group Inc. Common Stock,NASDAQ,Finance,17981165524
CGABL,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,NASDAQ,Finance,6177919812
CGBD,Carlyle Secured Lending Inc. Common Stock,NASDAQ,Finance,844316354
CGC,Canopy Growth Corporation Common Shares,NASDAQ,Health Care,453685133
CGCT,Cartesian Growth Corporation III Class A Ordinary Shares,NASDAQ,Finance,0
CGCTU,Cartesian Growth Corporation III Unit,NASDAQ,Finance,0
CGCTW,Cartesian Growth Corporation III Warrant,NASDAQ,Finance,0
CGEM,Cullinan Therapeutics Inc. Common Stock,NASDAQ,Health Care,942664169
CGEN,Compugen Ltd. Ordinary Shares,NASDAQ,Health Care,249622895
CGNT,Cognyte Software Ltd. Ordinary Shares,NASDAQ,Technology,734753905
CGNX,Cognex Corporation Common Stock,NASDAQ,Industrials,9402880093
CGO,Calamos Global Total Return Fund Common Stock,NASDAQ,Finance,0
CGON,CG Oncology Inc. Common stock,NASDAQ,Health Care,5958275646
CGTL,Creative Global Technology Holdings Limited Class A Ordinary Shares,NASDAQ,Technology,28040250
CGTX,Cognition Therapeutics Inc. Common Stock,NASDAQ,Health Care,114372829
CHA,Chagee Holdings Limited American Depositary Shares,NASDAQ,Consumer Discretionary,2121288185
CHAI,Core AI Holdings Inc. Common Shares,NASDAQ,Telecommunications,27891392
CHAR,Charlton Aria Acquisition Corporation Class A Ordinary Shares,NASDAQ,,0
CHARR,Charlton Aria Acquisition Corporation Rights,NASDAQ,,0
CHARU,Charlton Aria Acquisition Corporation Units,NASDAQ,,0
CHCI,Comstock Holding Companies Inc. Class A Common Stock,NASDAQ,Finance,159223219
CHCO,City Holding Company Common Stock,NASDAQ,Finance,1758494362
CHDN,Churchill Downs Incorporated Common Stock,NASDAQ,Consumer Discretionary,6391206464
CHEC,Chenghe Acquisition III Co. Class A Ordinary Share,NASDAQ,,0
CHECU,Chenghe Acquisition III Co. Units,NASDAQ,Finance,0
CHECW,Chenghe Acquisition III Co. Warrants,NASDAQ,,0
CHEF,The Chefs' Warehouse Inc. Common Stock,NASDAQ,Consumer Discretionary,3180247286
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,NASDAQ,Finance,0
CHKP,Check Point Software Technologies Ltd. Ordinary Shares,NASDAQ,Technology,12345232452
CHMG,Chemung Financial Corp Common Stock,NASDAQ,Finance,316878180
CHNR,China Natural Resources Inc. Common Stock,NASDAQ,Basic Materials,5290518
CHPG,ChampionsGate Acquisition Corporation Class A Ordinary Share,NASDAQ,,0
CHR,Cheer Holding Inc. Class A Ordinary Share,NASDAQ,Technology,3711749
CHRD,Chord Energy Corporation Common Stock,NASDAQ,Energy,8460400574
CHRS,Coherus Oncology Inc. Common Stock,NASDAQ,Health Care,266796464
CHRW,C.H. Robinson Worldwide Inc. Common Stock,NASDAQ,Industrials,19005849292
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,NASDAQ,Industrials,315022317
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,NASDAQ,Industrials,307486080
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,NASDAQ,Industrials,311081777
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,NASDAQ,Industrials,320667438
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,NASDAQ,Industrials,338216403
CHSN,Chanson International Holding Class A Ordinary Shares,NASDAQ,Consumer Staples,1741349
CHTR,Charter Communications Inc. Class A Common Stock New,NASDAQ,Telecommunications,22979703348
CHW,Calamos Global Dynamic Income Fund Common Stock,NASDAQ,Finance,0
CHY,Calamos Convertible and High Income Fund Common Stock,NASDAQ,Finance,0
CHYM,Chime Financial Inc. Class A Common Stock,NASDAQ,Finance,8433860925
CIFR,Cipher Digital Inc. Common Stock,NASDAQ,Finance,7261782837
CIGI,Colliers International Group Inc. Subordinate Voting Shares,NASDAQ,Finance,5250917608
CIIT,Tianci International Inc. Common Stock,NASDAQ,Energy,5030281
CINF,Cincinnati Financial Corporation Common Stock,NASDAQ,Finance,24683363421
CING,Cingulate Inc. Common Stock,NASDAQ,Health Care,64315461
CINGW,Cingulate Inc. Warrants,NASDAQ,Health Care,286663
CISO,CISO Global Inc. Common Stock,NASDAQ,Consumer Discretionary,12782892
CISS,C3is Inc. Common Stock,NASDAQ,Consumer Discretionary,1838501
CIVB,Civista Bancshares Inc. Common Stock,NASDAQ,Finance,510432014
CJMB,Callan JMB Inc. Common Stock,NASDAQ,Real Estate,6133831
CLAR,Clarus Corporation Common Stock,NASDAQ,Consumer Discretionary,99947864
CLBK,Columbia Financial Inc. Common Stock,NASDAQ,Finance,1950137220
CLBT,Cellebrite DI Ltd. Ordinary Shares,NASDAQ,Technology,3402359104
CLDX,Celldex Therapeutics Inc.,NASDAQ,Health Care,2572185199
CLFD,Clearfield Inc. Common Stock,NASDAQ,Utilities,401940521
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,NASDAQ,Health Care,6025524
CLIK,Click Holdings Limited Class A Ordinary Share,NASDAQ,Consumer Discretionary,7733388
CLIR,ClearSign Technologies Corporation Common Stock (DE),NASDAQ,Industrials,27370213
CLLS,Cellectis S.A. American Depositary Shares,NASDAQ,Health Care,268586678
CLMB,Climb Global Solutions Inc. Common Stock,NASDAQ,Technology,348790486
CLMT,Calumet Inc. Common Stock,NASDAQ,Energy,2972435056
CLNE,Clean Energy Fuels Corp. Common Stock,NASDAQ,Utilities,532943614
CLNN,Clene Inc. Common Stock,NASDAQ,Health Care,95286504
CLOV,Clover Health Investments Corp. Class A Common Stock,NASDAQ,Health Care,1393195394
CLPS,CLPS Incorporation Common Stock,NASDAQ,Technology,27661410
CLPT,ClearPoint Neuro Inc. Common Stock,NASDAQ,Health Care,335243659
CLRB,Cellectar Biosciences Inc.  Common Stock,NASDAQ,Health Care,11999565
CLRO,ClearOne Inc. Common Stock,NASDAQ,Utilities,8748597
CLSK,CleanSpark Inc. Common Stock,NASDAQ,Finance,3278752345
CLSKW,CleanSpark Inc. Warrant,NASDAQ,Finance,74168345
CLST,Catalyst Bancorp Inc. Common Stock,NASDAQ,Finance,64547214
CLWT,Euro Tech Holdings Company Limited Common Stock,NASDAQ,Consumer Discretionary,8893757
CLYM,Climb Bio Inc. Common Stock,NASDAQ,Health Care,462877182
CMCO,Columbus McKinnon Corporation Common Stock,NASDAQ,Industrials,423905649
CMCSA,Comcast Corporation Class A Common Stock,NASDAQ,Telecommunications,96743347193
CMCT,Creative Media & Community Trust Corporation Common stock,NASDAQ,Real Estate,1463232
CME,CME Group Inc. Class A Common Stock,NASDAQ,Finance,1.05E+11
CMII,Columbus Circle Capital Corp II Class A Ordinary Shares,NASDAQ,Finance,0
CMIIU,Columbus Circle Capital Corp II Unit,NASDAQ,Health Care,0
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,NASDAQ,Health Care,11651473
CMND,Clearmind Medicine Inc. Common Shares,NASDAQ,Health Care,1409944
CMPR,Cimpress plc Ordinary Shares (Ireland),NASDAQ,Consumer Discretionary,2294294281
CMPS,COMPASS Pathways Plc American Depository Shares,NASDAQ,Health Care,1227349768
CMPX,Compass Therapeutics Inc. Common Stock,NASDAQ,Health Care,349370555
CMRC,Commerce.com Inc. Series 1 Common Stock,NASDAQ,Technology,249418177
CMTL,Comtech Telecommunications Corp. Common Stock,NASDAQ,Technology,108529534
CMTV,Community Bancorp. Common Stock,NASDAQ,Finance,229587859
CNCK,Coincheck Group N.V. Ordinary Shares,NASDAQ,Finance,239231735
CNCKW,Coincheck Group N.V. Warrants,NASDAQ,Finance,26030044
CNDT,Conduent Incorporated Common Stock ,NASDAQ,Real Estate,263664584
CNET,ZW Data Action Technologies Inc. Common Stock,NASDAQ,Technology,2255216
CNEY,CN Energy Group Inc. Class A Ordinary Shares,NASDAQ,Industrials,5973648
CNOB,ConnectOne Bancorp Inc. Common Stock,NASDAQ,Finance,1480996148
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,NASDAQ,Finance,1252183501
CNSP,CNS Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,6361760
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,NASDAQ,Health Care,6142739950
CNTB,Connect Biopharma Holdings Limited Ordinary Shares,NASDAQ,Health Care,140172779
CNTN,Canton Strategic Holdings Inc. Common Stock,NASDAQ,Health Care,179033816
CNTX,Context Therapeutics Inc. Common Stock,NASDAQ,Health Care,211322107
CNTY,Century Casinos Inc. Common Stock,NASDAQ,Consumer Discretionary,38357561
CNVS,Cineverse Corp. Class A Common Stock,NASDAQ,Consumer Discretionary,54301908
CNXC,Concentrix Corporation Common Stock,NASDAQ,Technology,1434223459
CNXN,PC Connection Inc. Common Stock,NASDAQ,Consumer Discretionary,1630863939
COAG,Hemab Therapeutics Holdings Inc. Common Stock,NASDAQ,Health Care,1075503339
COCH,Envoy Medical Inc. Class A Common Stock,NASDAQ,Health Care,53416995
COCHW,Envoy Medical Inc Warrant,NASDAQ,Health Care,4612867
COCO,The Vita Coco Company Inc. Common Stock,NASDAQ,Consumer Staples,3840825242
COCP,Cocrystal Pharma Inc. Common Stock,NASDAQ,Health Care,18059344
CODA,Coda Octopus Group Inc. Common stock,NASDAQ,Industrials,129901271
CODX,Co-Diagnostics Inc. Common Stock,NASDAQ,Health Care,5655870
COFS,ChoiceOne Financial Services Inc. Common Stock,NASDAQ,Finance,452147601
COGT,Cogent Biosciences Inc. Common Stock,NASDAQ,Health Care,6273520877
COHU,Cohu Inc. Common Stock,NASDAQ,Industrials,2202616951
COIN,Coinbase Global Inc. Class A Common Stock,NASDAQ,Finance,53469822031
COKE,Coca-Cola Consolidated Inc. Common Stock,NASDAQ,Consumer Staples,13963191952
COLA,Columbus Acquisition Corp Ordinary Shares,NASDAQ,,0
COLAR,Columbus Acquisition Corp Rights,NASDAQ,Finance,0
COLB,Columbia Banking System Inc. Common Stock,NASDAQ,Finance,8430121307
COLL,Collegium Pharmaceutical Inc. Common Stock,NASDAQ,Health Care,1120632988
COLM,Columbia Sportswear Company Common Stock,NASDAQ,Consumer Discretionary,3039297269
COO,The Cooper Companies Inc. Common Stock,NASDAQ,Health Care,12003437765
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,NASDAQ,Consumer Staples,18022456
COOTW,Australian Oilseeds Holdings Limited Warrant,NASDAQ,Consumer Staples,463116
CORT,Corcept Therapeutics Incorporated Common Stock,NASDAQ,Health Care,5539342250
CORZ,Core Scientific Inc. Common Stock,NASDAQ,Finance,6659050322
CORZW,Core Scientific Inc. Tranche 1 Warrants,NASDAQ,Finance,4528785409
CORZZ,Core Scientific Inc. Tranche 2 Warrants,NASDAQ,Finance,6649582478
COSM,Cosmos Health Inc. Common Stock,NASDAQ,Health Care,18784306
COST,Costco Wholesale Corporation Common Stock,NASDAQ,Consumer Discretionary,4.49E+11
COYA,Coya Therapeutics Inc. Common Stock,NASDAQ,Health Care,99927600
CPB,The Campbell's Company Common Stock,NASDAQ,Consumer Staples,6112003004
CPBI,Central Plains Bancshares Inc. Common Stock,NASDAQ,Finance,73528884
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,NASDAQ,Consumer Discretionary,81581291
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,71931127
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,NASDAQ,Consumer Discretionary,24581712
CPRT,Copart Inc. (DE) Common Stock,NASDAQ,Consumer Discretionary,32068536237
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,3534265203
CPSH,CPS Technologies Corp. Common Stock,NASDAQ,Consumer Discretionary,88954397
CPSS,Consumer Portfolio Services Inc. Common Stock,NASDAQ,Finance,215644325
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,NASDAQ,Finance,266408873
CRAC,Crown Reserve Acquisition Corp. I Class A Ordinary Shares,NASDAQ,,0
CRACU,Crown Reserve Acquisition Corp. I Unit,NASDAQ,Finance,0
CRACW,Crown Reserve Acquisition Corp. I Warrant,NASDAQ,,0
CRAI,CRA International Inc. Common Stock,NASDAQ,Consumer Discretionary,1054721601
CRAN,Crane Harbor Acquisition Corp. II Class A Ordinary Shares,NASDAQ,Finance,0
CRANR,Crane Harbor Acquisition Corp. II Rights,NASDAQ,Finance,0
CRANU,Crane Harbor Acquisition Corp. II Units,NASDAQ,,0
CRAQ,Cal Redwood Acquisition Corp. Class A Ordinary Shares,NASDAQ,Finance,0
CRAQR,Cal Redwood Acquisition Corp. Right,NASDAQ,Finance,0
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,NASDAQ,Health Care,186587601
CRBU,Caribou Biosciences Inc. Common Stock,NASDAQ,Health Care,188483327
CRCT,Cricut Inc. Class A Common Stock,NASDAQ,Technology,873172710
CRDF,Cardiff Oncology Inc. Common Stock,NASDAQ,Health Care,112810328
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,NASDAQ,Health Care,148789872
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,NASDAQ,Technology,33212056196
CRE,Cre8 Enterprise Limited Class A Ordinary Shares,NASDAQ,Consumer Discretionary,7391325
CREG,Smart Powerr Corp. Common Stock,NASDAQ,Real Estate,9987221
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,NASDAQ,Finance,681622440
CREX,Creative Realities Inc. Common Stock,NASDAQ,Technology,40472636
CRGO,Freightos Limited Ordinary shares,NASDAQ,Industrials,104400666
CRGOW,Freightos Limited Warrants,NASDAQ,Industrials,5804057
CRIS,Curis Inc. Common Stock,NASDAQ,Health Care,23219625
CRMD,CorMedix Inc. Common Stock,NASDAQ,Health Care,619694091
CRML,Critical Metals Corp. Ordinary Shares,NASDAQ,Basic Materials,1629609845
CRMLW,Critical Metals Corp. Warrants,NASDAQ,Basic Materials,698043566
CRMT,America's Car-Mart Inc Common Stock,NASDAQ,Consumer Discretionary,104195748
CRNC,Cerence Inc. Common Stock,NASDAQ,Technology,466387330
CRNT,Ceragon Networks Ltd. Ordinary Shares,NASDAQ,Technology,229918696
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,4349380819
CRON,Cronos Group Inc. Common Share,NASDAQ,Health Care,997119032
CROX,Crocs Inc. Common Stock,NASDAQ,Consumer Discretionary,5042505479
CRSP,CRISPR Therapeutics AG Common Shares,NASDAQ,Health Care,5166874943
CRSR,Corsair Gaming Inc. Common Stock,NASDAQ,Technology,736400768
CRTO,Criteo S.A. American Depositary Shares,NASDAQ,Consumer Discretionary,964389176
CRUS,Cirrus Logic Inc. Common Stock,NASDAQ,Technology,8373883052
CRVL,CorVel Corp. Common Stock,NASDAQ,Finance,2928988543
CRVO,CervoMed Inc. Common Stock,NASDAQ,Health Care,34257260
CRVS,Corvus Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,1347128592
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,NASDAQ,Technology,1.19E+11
CRWS,Crown Crafts Inc Common Stock,NASDAQ,Consumer Discretionary,29204959
CRWV,CoreWeave Inc. Class A Common Stock,NASDAQ,Technology,68104357332
CSAI,Cloudastructure Inc. Class A Common Stock,NASDAQ,Technology,14868819
CSBR,Champions Oncology Inc. Common Stock,NASDAQ,Health Care,81793405
CSCO,Cisco Systems Inc. Common Stock (DE),NASDAQ,Telecommunications,3.66E+11
CSGP,CoStar Group Inc. Common Stock,NASDAQ,Real Estate,14447625197
CSGS,CSG Systems International Inc. Common Stock,NASDAQ,Technology,2289845538
CSHR,CoinShares PLC Ordinary Shares,NASDAQ,Finance,897423223
CSHRW,CoinShares PLC Warrants,NASDAQ,Finance,181856688
CSIQ,Canadian Solar Inc. Common Shares (ON),NASDAQ,Technology,1076251410
CSPI,CSP Inc. Common Stock,NASDAQ,Technology,90010285
CSQ,Calamos Strategic Total Return Common Stock,NASDAQ,Finance,3112608515
CSTE,Caesarstone Ltd. Ordinary Shares,NASDAQ,Industrials,43912885
CSTL,Castle Biosciences Inc. Common Stock,NASDAQ,Health Care,773002995
CSWC,Capital Southwest Corporation Common Stock,NASDAQ,Consumer Discretionary,1449904682
CSX,CSX Corporation Common Stock,NASDAQ,Industrials,83095969640
CTAA,ClearThink 1 Acquisition Corp. Class A Ordinary Shares,NASDAQ,Finance,0
CTAAU,ClearThink 1 Acquisition Corp. Units,NASDAQ,Finance,0
CTAS,Cintas Corporation Common Stock,NASDAQ,Industrials,66770539290
CTBI,Community Trust Bancorp Inc. Common Stock,NASDAQ,Finance,1169544929
CTKB,Cytek Biosciences Inc. Common Stock,NASDAQ,Industrials,601804455
CTLP,Cantaloupe Inc. Common Stock,NASDAQ,Miscellaneous,824928971
CTMX,CytomX Therapeutics Inc. Common Stock,NASDAQ,Health Care,909998201
CTNM,Contineum Therapeutics Inc. Class A Common Stock,NASDAQ,Health Care,528304909
CTNT,Cheetah Net Supply Chain Service Inc Class A Common Stock,NASDAQ,Consumer Discretionary,5603724
CTOR,Citius Oncology Inc. Common Stock,NASDAQ,Health Care,81213188
CTRM,Castor Maritime Inc. Common Shares,NASDAQ,Consumer Discretionary,19517955
CTRN,Citi Trends Inc. Common Stock,NASDAQ,Consumer Discretionary,574499342
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,NASDAQ,Technology,24574870662
CTSO,Cytosorbents Corporation Common Stock,NASDAQ,Health Care,38880270
CTW,CTW Cayman Class A Ordinary Shares,NASDAQ,Technology,177216000
CTXR,Citius Pharmaceuticals Inc. Common Stock,NASDAQ,Health Care,15541691
CUB,Lionheart Holdings Class A Ordinary Shares,NASDAQ,Industrials,343418307
CUE,Cue Biopharma Inc. Common Stock,NASDAQ,Health Care,97172496
CULP,Culp Inc. Common Stock,NASDAQ,Consumer Discretionary,43180093
CUPR,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,NASDAQ,Health Care,5602740
CURI,CuriosityStream Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,187941692
CURR,Currenc Group Inc. Ordinary Shares,NASDAQ,Real Estate,369407402
CURX,Curanex Pharmaceuticals Inc Common Stock,NASDAQ,Health Care,10636805
CV,CapsoVision Inc. Common Stock,NASDAQ,Health Care,352437577
CVBF,CVB Financial Corporation Common Stock,NASDAQ,Finance,2738781030
CVCO,Cavco Industries Inc. Common Stock When Issued,NASDAQ,Consumer Discretionary,3721089600
CVGI,Commercial Vehicle Group Inc. Common Stock,NASDAQ,Consumer Discretionary,156061696
CVGW,Calavo Growers Inc. Common Stock,NASDAQ,Consumer Discretionary,494039544
CVKD,Cadrenal Therapeutics Inc. Common Stock,NASDAQ,Health Care,20347213
CVLT,Commvault Systems Inc. Common Stock,NASDAQ,Technology,4477911828
CVRX,CVRx Inc. Common Stock,NASDAQ,Health Care,206028982
CVV,CVD Equipment Corporation Common Stock,NASDAQ,Technology,51197554
CWBC,Community West Bancshares Common Stock,NASDAQ,Finance,635915558
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,NASDAQ,Utilities,513926103
CWD,CaliberCos Inc. Class A Common Stock,NASDAQ,Finance,5642450
CWST,Casella Waste Systems Inc. Class A Common Stock,NASDAQ,Utilities,5495898902
CXAI,CXApp Inc. Class A Common Stock,NASDAQ,Technology,11228811
CXAIW,CXApp Inc. Warrant,NASDAQ,Technology,2684700
CXDO,Crexendo Inc. Common Stock,NASDAQ,Telecommunications,254516767
CXIIU,Churchill Capital Corp XII Units,NASDAQ,Finance,0
CYAB,Cyabra Inc. Common Stock,NASDAQ,Technology,11742006
CYCN,Cyclerion Therapeutics Inc. Common Stock,NASDAQ,Health Care,14116824
CYCU,Cycurion Inc. Common Stock,NASDAQ,Technology,5328158
CYCUW,Cycurion Inc. Warrant,NASDAQ,Technology,112404
CYN,Cyngn Inc. Common Stock,NASDAQ,Technology,23814492
CYPH,Cypherpunk Technologies Inc. Common Stock,NASDAQ,Health Care,96096333
CYRX,CryoPort Inc. Common Stock,NASDAQ,Health Care,512520620
CYTK,Cytokinetics Incorporated Common Stock,NASDAQ,Health Care,8205908143
CZFS,Citizens Financial Services Inc. Common Stock,NASDAQ,Finance,290596389
CZNC,Citizens & Northern Corp Common Stock,NASDAQ,Finance,385607532
CZR,Caesars Entertainment Inc. Common Stock,NASDAQ,Consumer Discretionary,5582784651
CZWI,Citizens Community Bancorp Inc. Common Stock,NASDAQ,Finance,200852846
DAAQ,Digital Asset Acquisition Corp. Class A Ordinary shares,NASDAQ,Finance,0
DAIC,CID HoldCo Inc. Common Stock,NASDAQ,Technology,6113516
DAICW,CID HoldCo Inc. Warrants,NASDAQ,Technology,600513
DAIO,Data I/O Corporation Common Stock,NASDAQ,Industrials,26022549
DAKT,Daktronics Inc. Common Stock,NASDAQ,Consumer Discretionary,930221599
DARE,Dare Bioscience Inc. Common Stock,NASDAQ,Health Care,45280051
DASH,DoorDash Inc. Class A Common Stock,NASDAQ,Technology,75416458221
DAVE,Dave Inc. Class A Common Stock,NASDAQ,Finance,3577107945
DAVEW,Dave Inc. Warrants,NASDAQ,Finance,13582170
DBCA,D. Boral Acquisition I Corp. Class A Ordinary Shares,NASDAQ,Finance,0
DBCAU,D. Boral Acquisition I Corp. Unit,NASDAQ,Finance,0
DBCAW,D. Boral Acquisition I Corp. Warrants,NASDAQ,Finance,0
DBGI,Digital Brands Group Inc. Common Stock,NASDAQ,Consumer Discretionary,21391476
DBVT,DBV Technologies S.A. American Depositary Shares,NASDAQ,Health Care,1152789281
DBX,Dropbox Inc. Class A Common Stock,NASDAQ,Technology,5985054759
DCBO,Docebo Inc. Common Shares,NASDAQ,Technology,610094387
DCGO,DocGo Inc. Common Stock,NASDAQ,Health Care,66872986
DCOY,Decoy Therapeutics Inc. Common Stock,NASDAQ,Health Care,3135951
DCTH,Delcath Systems Inc. Common Stock,NASDAQ,Health Care,379689240
DCX,Digital Currency X Technology Inc. Class A Ordinary Shares,NASDAQ,Industrials,41235919
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,NASDAQ,Technology,545087840
DDOG,Datadog Inc. Class A Common Stock,NASDAQ,Technology,52213164692
DEFT,Defi Technologies Inc. Common Stock,NASDAQ,Finance,309213570
DERM,Journey Medical Corporation Common Stock,NASDAQ,Health Care,140013804
DETX,Liberty Defense Holdings Ltd. Common Shares,NASDAQ,Telecommunications,8929364
DEVS,DevvStream Corp. Common Stock,NASDAQ,Finance,853229
DFDV,DeFi Development Corp. Common Stock,NASDAQ,Finance,125363925
DFDVW,DeFi Development Corp. Warrant,NASDAQ,,15633619
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),NASDAQ,Miscellaneous,24297566
DFLIW,Dragonfly Energy Holdings Corp. Warrant,NASDAQ,Miscellaneous,472588
DFNS,T3 Defense Inc. Common Stock,NASDAQ,Consumer Discretionary,15935057
DFNSW,T3 Defense Inc. Warrants,NASDAQ,Consumer Discretionary,2867024
DFSC,DEFSEC Technologies Inc. Common Stock,NASDAQ,Technology,5881197
DFSCW,DEFSEC Technologies Inc. Warrant,NASDAQ,Technology,47648
DFTX,Definium Therapeutics Inc. Common Shares,NASDAQ,Health Care,2372202530
DGICA,Donegal Group Inc. Class A Common Stock,NASDAQ,Finance,603888372
DGICB,Donegal Group Inc. Class B Common Stock,NASDAQ,Finance,711196968
DGII,Digi International Inc. Common Stock,NASDAQ,Telecommunications,2140827227
DGNX,Diginex Limited Ordinary Shares,NASDAQ,Technology,53836741
DGXX,Digi Power X Inc. Subordinate Voting Shares,NASDAQ,Finance,275739424
DH,Definitive Healthcare Corp. Class A Common Stock,NASDAQ,Technology,147992781
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,NASDAQ,Real Estate,1878859154
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,NASDAQ,Real Estate,4335801852
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,NASDAQ,Real Estate,4606185932
DIBS,1stdibs.com Inc. Common Stock,NASDAQ,Consumer Discretionary,167357338
DIOD,Diodes Incorporated Common Stock,NASDAQ,Technology,5000913398
DJCO,Daily Journal Corp. (S.C.) Common Stock,NASDAQ,Consumer Discretionary,676847264
DJT,Trump Media & Technology Group Corp. Common Stock,NASDAQ,Technology,2545928098
DJTWW,Trump Media & Technology Group Corp. Warrants,NASDAQ,Technology,1228687039
DKI,DarkIris Inc. Class A Ordinary Shares,NASDAQ,Technology,8716138
DKNG,DraftKings Inc. Class A Common Stock,NASDAQ,Consumer Discretionary,11684657890
DLHC,DLH Holdings Corp.,NASDAQ,Consumer Discretionary,82030578
DLO,DLocal Limited Class A Common Shares,NASDAQ,Real Estate,4039093137
DLPN,Dolphin Entertainment Inc. Common Stock,NASDAQ,Consumer Discretionary,17635897
DLTH,Duluth Holdings Inc. Class B Common Stock,NASDAQ,Consumer Discretionary,126205990
DLTR,Dollar Tree Inc. Common Stock,NASDAQ,Consumer Discretionary,18313924434
DLXY,Delixy Holdings Limited Class A Ordinary Shares,NASDAQ,Energy,10799175
DMAA,Drugs Made In America Acquisition Corp. Ordinary Shares,NASDAQ,,0
DMAAR,Drugs Made In America Acquisition Corp. Rights,NASDAQ,Finance,0
DMAC,DiaMedica Therapeutics Inc. Common Stock,NASDAQ,Health Care,325524049
DMII,Drugs Made In America Acquisition II Corp. Ordinary Shares,NASDAQ,Finance,0
DMIIR,Drugs Made In America Acquisition II Corp. Right,NASDAQ,Finance,0
DMIIU,Drugs Made In America Acquisition II Corp. Unit,NASDAQ,,0
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,NASDAQ,Energy,1313995904
DMRA,Damora Therapeutics Inc. Common Stock,NASDAQ,Health Care,1563662287
DMRC,Digimarc Corporation Common Stock,NASDAQ,Technology,181164953
DNLI,Denali Therapeutics Inc. Common Stock,NASDAQ,Health Care,2962471548
